company,source,date,to_grade,from_grade,action,price_target,prior_target,price_ticker,origin,signal
Novo Nordisk,Cantor Fitzgerald,2024-02-20 17:42:11,Overweight,Overweight,reit,140.0,0.0,NOVO-B.CO,yahoo,1
Genmab,BMO Capital,2024-02-23 10:55:43,Outperform,Market Perform,up,48.0,46.0,GMAB.CO,yahoo,1
Genmab,HC Wainwright & Co.,2024-03-06 13:02:56,Buy,Buy,reit,50.0,50.0,GMAB.CO,yahoo,1
Novo Nordisk,Cantor Fitzgerald,2024-03-08 17:35:54,Overweight,Overweight,main,160.0,140.0,NOVO-B.CO,yahoo,1
Novo Nordisk,Cantor Fitzgerald,2024-03-20 12:54:04,Overweight,Overweight,reit,160.0,160.0,NOVO-B.CO,yahoo,1
Genmab,Truist Securities,2024-03-26 13:26:52,Buy,Buy,main,50.0,50.0,GMAB.CO,yahoo,1
Genmab,Morgan Stanley,2024-03-26 15:03:00,Underweight,Underweight,main,32.0,32.0,GMAB.CO,yahoo,-1
Genmab,HC Wainwright & Co.,2024-03-27 10:28:35,Buy,Buy,main,50.0,50.0,GMAB.CO,yahoo,1
Novo Nordisk,Cantor Fitzgerald,2024-04-01 12:38:28,Overweight,Overweight,reit,160.0,160.0,NOVO-B.CO,yahoo,1
Genmab,HC Wainwright & Co.,2024-04-04 15:24:23,Buy,Buy,reit,50.0,50.0,GMAB.CO,yahoo,1
Novo Nordisk,Cantor Fitzgerald,2024-04-05 13:31:33,Overweight,Overweight,reit,160.0,160.0,NOVO-B.CO,yahoo,1
Novo Nordisk,BMO Capital,2024-04-12 09:13:39,Outperform,,init,163.0,0.0,NOVO-B.CO,yahoo,1
Novo Nordisk,Cantor Fitzgerald,2024-04-18 13:58:46,Overweight,Overweight,reit,160.0,160.0,NOVO-B.CO,yahoo,1
Genmab,HC Wainwright & Co.,2024-04-30 10:20:27,Buy,Buy,reit,50.0,50.0,GMAB.CO,yahoo,1
Genmab,HC Wainwright & Co.,2024-05-03 19:57:45,Buy,Buy,reit,50.0,50.0,GMAB.CO,yahoo,1
Genmab,HC Wainwright & Co.,2024-05-20 10:25:16,Buy,Buy,reit,50.0,50.0,GMAB.CO,yahoo,1
Genmab,HC Wainwright & Co.,2024-06-03 10:32:46,Buy,Buy,reit,50.0,50.0,GMAB.CO,yahoo,1
Genmab,Truist Securities,2024-06-04 12:53:01,Buy,Buy,main,53.0,50.0,GMAB.CO,yahoo,1
Novo Nordisk,Argus Research,2024-06-10 12:43:14,Buy,Buy,main,160.0,125.0,NOVO-B.CO,yahoo,1
Novo Nordisk,Cantor Fitzgerald,2024-06-17 17:24:23,Overweight,Overweight,reit,160.0,160.0,NOVO-B.CO,yahoo,1
Genmab,HC Wainwright & Co.,2024-06-20 10:40:56,Buy,Buy,reit,50.0,50.0,GMAB.CO,yahoo,1
Novo Nordisk,Cantor Fitzgerald,2024-06-20 17:01:29,Overweight,Overweight,reit,160.0,160.0,NOVO-B.CO,yahoo,1
Novo Nordisk,BMO Capital,2024-06-25 16:40:25,Outperform,Outperform,main,163.0,163.0,NOVO-B.CO,yahoo,1
Genmab,HC Wainwright & Co.,2024-06-27 10:29:38,Buy,Buy,reit,50.0,50.0,GMAB.CO,yahoo,1
Genmab,BTIG,2024-06-27 11:59:50,Buy,Buy,main,47.0,46.0,GMAB.CO,yahoo,1
Novo Nordisk,Cantor Fitzgerald,2024-07-01 15:15:27,Overweight,Overweight,reit,160.0,160.0,NOVO-B.CO,yahoo,1
Genmab,RBC Capital,2024-07-15 10:02:43,Outperform,Sector Perform,up,0.0,0.0,GMAB.CO,yahoo,1
Genmab,HC Wainwright & Co.,2024-07-18 12:31:19,Buy,Buy,reit,50.0,50.0,GMAB.CO,yahoo,1
Genmab,HC Wainwright & Co.,2024-08-01 10:05:53,Buy,Buy,reit,50.0,50.0,GMAB.CO,yahoo,1
Novo Nordisk,Cantor Fitzgerald,2024-08-05 18:03:28,Overweight,Overweight,reit,160.0,160.0,NOVO-B.CO,yahoo,1
Genmab,HC Wainwright & Co.,2024-08-06 11:28:19,Buy,Buy,reit,50.0,50.0,GMAB.CO,yahoo,1
Novo Nordisk,BMO Capital,2024-08-08 15:52:08,Outperform,Outperform,main,160.0,170.0,NOVO-B.CO,yahoo,1
Genmab,HC Wainwright & Co.,2024-08-09 21:22:54,Buy,Buy,reit,50.0,50.0,GMAB.CO,yahoo,1
Novo Nordisk,Cantor Fitzgerald,2024-08-19 16:25:40,Overweight,Overweight,reit,160.0,160.0,NOVO-B.CO,yahoo,1
Genmab,JP Morgan,2024-08-20 10:35:52,Neutral,Overweight,down,0.0,0.0,GMAB.CO,yahoo,0
Genmab,HC Wainwright & Co.,2024-08-20 11:05:42,Buy,Buy,reit,50.0,50.0,GMAB.CO,yahoo,1
Genmab,HC Wainwright & Co.,2024-08-27 10:21:38,Buy,Buy,reit,50.0,50.0,GMAB.CO,yahoo,1
Genmab,Truist Securities,2024-09-09 13:55:55,Buy,Buy,main,50.0,53.0,GMAB.CO,yahoo,1
Novo Nordisk,Cantor Fitzgerald,2024-09-09 15:49:14,Overweight,Overweight,reit,160.0,160.0,NOVO-B.CO,yahoo,1
Genmab,Morgan Stanley,2024-09-11 15:33:33,Equal-Weight,Equal-Weight,main,31.0,31.0,GMAB.CO,yahoo,0
Genmab,HC Wainwright & Co.,2024-09-13 10:58:54,Buy,Buy,reit,50.0,50.0,GMAB.CO,yahoo,1
Genmab,HC Wainwright & Co.,2024-09-16 11:33:16,Buy,Buy,reit,50.0,50.0,GMAB.CO,yahoo,1
Novo Nordisk,Cantor Fitzgerald,2024-09-16 16:21:43,Overweight,Overweight,reit,160.0,160.0,NOVO-B.CO,yahoo,1
Genmab,HC Wainwright & Co.,2024-09-20 10:40:46,Buy,Buy,reit,50.0,50.0,GMAB.CO,yahoo,1
Novo Nordisk,Cantor Fitzgerald,2024-09-20 14:01:44,Overweight,Overweight,reit,160.0,160.0,NOVO-B.CO,yahoo,1
Novo Nordisk,Jefferies,2024-10-10 13:36:24,Buy,,init,15.0,0.0,NOVO-B.CO,yahoo,1
Novo Nordisk,Cantor Fitzgerald,2024-10-10 15:17:07,Overweight,Overweight,reit,160.0,160.0,NOVO-B.CO,yahoo,1
Novo Nordisk,BMO Capital,2024-10-14 16:54:31,Market Perform,Market Perform,main,10.0,9.0,NOVO-B.CO,yahoo,0
Genmab,HC Wainwright & Co.,2024-10-16 11:09:54,Buy,Buy,reit,50.0,50.0,GMAB.CO,yahoo,1
Novo Nordisk,Barclays,2024-10-16 20:04:36,Overweight,Overweight,main,10.0,12.0,NOVO-B.CO,yahoo,1
